Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Ang Mo Kio,2024,8,1,     0.0,     0.0,     0.0,     0.0,    28.9,    33.0,    25.8,     5.4,    33.5
Ang Mo Kio,2024,8,2,     0.0,     0.0,     0.0,     0.0,    29.5,    33.0,    27.9,     7.4,    30.6
Ang Mo Kio,2024,8,3,     0.2,     0.2,     0.2,     0.2,    29.8,    34.0,    28.1,     7.4,    36.3
Ang Mo Kio,2024,8,4,     8.0,     2.6,     3.2,     4.8,    27.1,    30.4,    24.8,     5.8,    36.7
Ang Mo Kio,2024,8,5,     0.0,     0.2,     0.2,     0.2,    28.4,    32.8,    25.5,     5.4,    29.4
Ang Mo Kio,2024,8,6,     3.0,     3.0,     3.0,     3.0,    29.2,    33.5,    26.0,     7.5,    30.2
Ang Mo Kio,2024,8,7,     0.0,     0.0,     0.0,     0.0,    29.4,    33.2,    27.3,     7.2,    38.9
Ang Mo Kio,2024,8,8,     2.6,     1.6,     1.8,     2.2,    29.6,    32.8,    26.9,     7.6,    31.3
Ang Mo Kio,2024,8,9,     3.4,     2.4,     2.4,     2.6,    28.6,    32.9,    26.2,     6.7,    34.6
Ang Mo Kio,2024,8,10,     0.0,     0.0,     0.0,     0.0,    27.5,    30.3,    25.9,     5.0,    30.2
Ang Mo Kio,2024,8,11,     1.8,     1.6,     1.6,     1.6,    28.7,    32.2,    25.8,     5.3,    24.8
Ang Mo Kio,2024,8,12,     3.0,     1.6,     1.8,     3.0,    29.1,    32.4,    27.4,     6.3,    28.9
Ang Mo Kio,2024,8,13,     0.0,     0.0,     0.0,     0.0,    29.6,    32.8,    27.9,    10.9,    41.1
Ang Mo Kio,2024,8,14,     8.8,     4.0,     4.4,     6.2,    27.3,    30.4,    25.1,     5.3,    34.3
Ang Mo Kio,2024,8,15,     0.0,     0.0,     0.0,     0.0,    28.4,    32.4,    25.9,     6.0,    31.3
Ang Mo Kio,2024,8,16,     2.4,     2.2,     2.2,     2.2,    28.8,    31.8,    26.7,     7.4,    36.3
Ang Mo Kio,2024,8,17,     1.4,     1.2,     1.2,     1.4,    28.8,    31.4,    26.6,     9.3,    38.5
Ang Mo Kio,2024,8,18,     0.0,     0.0,     0.0,     0.0,    29.3,    32.7,    27.4,     7.6,    28.2
Ang Mo Kio,2024,8,19,     0.0,     0.0,     0.0,     0.0,    29.8,    33.3,    27.8,     6.9,    30.9
Ang Mo Kio,2024,8,20,     8.6,     5.6,     6.2,     6.2,    28.3,    32.9,    25.1,     6.0,    31.3
Ang Mo Kio,2024,8,21,     0.0,     0.0,     0.0,     0.0,    28.3,    31.8,    25.2,     5.1,    26.3
Ang Mo Kio,2024,8,22,     0.0,     0.0,     0.0,     0.0,    29.8,    34.2,    27.3,     5.1,    32.4
Ang Mo Kio,2024,8,23,     3.2,     3.2,     3.2,     3.2,    28.8,    33.6,    26.6,     6.5,    28.9
Ang Mo Kio,2024,8,24,     2.4,     1.2,     1.4,     1.6,    27.1,    29.8,    24.9,     5.7,    35.6
Ang Mo Kio,2024,8,25,     2.2,     2.0,     2.0,     2.0,    27.7,    31.1,    24.9,     4.4,    50.7
Ang Mo Kio,2024,8,26,     0.0,     0.0,     0.0,     0.0,    29.2,    32.7,    26.6,     4.8,    26.3
Ang Mo Kio,2024,8,27,    13.0,    10.0,    13.0,    13.0,    28.4,    31.2,    24.2,     5.1,    28.9
Ang Mo Kio,2024,8,28,     5.0,     2.8,     4.0,     5.0,    28.3,    33.7,    23.7,     6.8,    36.7
Ang Mo Kio,2024,8,29,     0.0,     0.0,     0.0,     0.0,    28.9,    31.8,    25.8,     5.5,    35.6
Ang Mo Kio,2024,8,30,     0.0,     0.0,     0.0,     0.0,    29.6,    33.5,    27.8,     7.1,    30.9
Ang Mo Kio,2024,8,31,     0.0,     0.0,     0.0,     0.0,    29.8,    33.8,    27.5,     6.7,    30.2